"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13886","BRBFO4XAEUNAB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","12788","COCPC31AFONAB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","8264","JBLWBUDS2PTO","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","20896","JBLBOOMBX4PTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","15321","PANRBB64PV2X","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","14507","EXMI41S1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","13068","BRBOA84AE2","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","16289","EXBSE40CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","15843","BRBRA08ME1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","26636","JBLT730BTPTOB","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","15148","9EE600PTO","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","19555","L2ZAFR0856CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","38351","EXLL14X1","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","18786","BRBDK75DRB","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","13059","EXESI60AZL1","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","81437","BRBWJ14A9BNA2","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","13812","JBLT780NCBCOB","Captura de preços","2026-09-11","passed","2026-09-11","","LA","",""
"","16210","EXSFP122","Captura de preços","2026-09-11","passed","2026-09-11","","IN","",""
"","6425","L283NU0006CNZB","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
"","12055","EXME3BP2","Captura de preços","2026-09-11","passed","2026-09-11","","BD","",""
"","12452","JBLTBUDS2BPTO","Captura de preços","2026-09-11","passed","2026-09-11","","UT","",""
