"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6078","WANA34100PTO1","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","34747","1QMDWTF08S2","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","5301","L283GM0003BRB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","38583","NLD62BRAPO2","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
