"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7073","WANA34100PTO1","Captura de preços","Tue Sep 22 15:19:39 UTC 2026","passed","Tue Sep 22 15:19:46 UTC 2026","","LA","",""
"","35014","NLD62BRAPO2","Captura de preços","Tue Sep 22 15:19:43 UTC 2026","passed","Tue Sep 22 15:20:18 UTC 2026","","IN","",""
"","7450","L283GM0003BRB","Captura de preços","Tue Sep 22 15:19:40 UTC 2026","passed","Tue Sep 22 15:19:48 UTC 2026","","BD","",""
"","36372","1QMDWTF08S2","Captura de preços","Tue Sep 22 15:19:51 UTC 2026","passed","Tue Sep 22 15:20:27 UTC 2026","","UT","",""
