"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56343","AEMG6L4BRAAZLB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","70046","AEMW493AMBCOB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","74778","EXIM8S2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","93800","BRBRA08MB1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","80534","BRBFS5GDR2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","61646","JBLLIVE780BCOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","98014","1QMDWEF1633GS1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","73200","TK65C6KPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","99517","1QMF200D130G11","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","94653","PANAF150B1WB2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","79640","WAHR73049PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","47958","EXCJYE12FB1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","84979","6XHSAFEV12PCR2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","99473","1QPPG70SPIX1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","69241","WANA230PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","64364","EXKE9DXB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","59013","JBLXTREME5PTOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","52653","LO91000745GFT","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","100117","PANAF190G1W1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","57760","A6B0FBHRZ9BCOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","65975","JBLBOOMBX4LRJB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","110499","1QMDWEF1034CS1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","37297","JBLLIVEBE4PTOB","Captura de preços","2026-09-13","failed","2026-09-13","","UT","",""
"","61702","MRPBAT0023VRDB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","107939","4000000766","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","104784","4000000674","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","88160","PANAF150B1TA1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","55797","TK55C6KPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","90341","KIKEA33VRD2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","76094","WABRR47400VRDB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","75963","EXIM7B2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","69001","JBLT530BTLILB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","93684","EXLS08E2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","116466","HHWD3S1243BB1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","101197","OSOBAT641PTO2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","49667","JBLSB180BRPTOB","Captura de preços","2026-09-13","failed","2026-09-13","","UT","",""
"","49365","UXYANJ655WCNZB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","83870","EXIM7B1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","64763","A6B0CX8Y3CMPTO","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","63763","4000005201","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","114415","EXEAF45PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","27153","EXKE4XCB","Captura de preços","2026-09-13","failed","2026-09-13","","IN","",""
"","86971","WAEP4441PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","48793","2147456060","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","90952","EXSFP122","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","57899","SGUN55M75HPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","71229","BRBYS5PCRB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","70633","SGUN32H500PTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","103583","EXEBL1500CNZ1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","56606","1QMDRX150FGGGB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","59204","MRPBAV0003VRDB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","70805","BRBLF08BSANA2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","74356","PANRBB71PV7XA1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","64663","TK85P8LPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","38519","LOG305LIGHPTO","Captura de preços","2026-09-13","failed","2026-09-13","","LA","",""
"","66849","EXKE4GCB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","58925","5PCPH2781CRSAB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","98666","4000096661","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","33258","OSOBAT640PTO1","Captura de preços","2026-09-13","failed","2026-09-13","","LA","",""
"","78650","L283GM0003BRB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","63159","NLD62BRAPO1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","52466","HH100Q7QGPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","87100","BRBRA08ME1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","76037","1QMDWTF08S1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","73396","EXME3HP1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","89460","PANRBB41GV2B2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","102608","BRBRM52MKBNA2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","101970","EXME3BP2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","42771","JBLSB595PTOB","Captura de preços","2026-09-13","failed","2026-09-13","","UT","",""
"","103226","WAHD935091IX1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","65645","LO910007566CNZ","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","47355","BRBRE66AKXNAB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","93622","OSOBAT641PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","72842","EXIB7S2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","89979","WAEP4441PTO2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","39291","AEMFYP4BEAAZLB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","77161","JBLIVEBE4CMEB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","74318","1JX51112STTNB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","84826","EXLS08E1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","97424","BRBWJ14A9ANA1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","90068","WANA2390PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","85552","1QMDRS598FGA02","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","49553","BRBOA84AE2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","65651","EXOE8GF2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","64112","LGGCL267KLQXAB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","62294","JBJBLPBCLUPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","48674","4000096239","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","75968","9EE600PTO","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","36832","EXEMC2500AZLB","Captura de preços","2026-09-13","failed","2026-09-13","","IN","",""
"","35958","BRBRO85MKANA1","Captura de preços","2026-09-13","failed","2026-09-13","","BD","",""
"","70231","EXOE9XB2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","59559","EXIB6SB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","63480","LO920011605GFT","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","76983","PANRBB65GV7B","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","62021","JBLENDUPEAPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","100998","1QMHP27S22","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","55570","BRBRO85MKANA2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","59407","JBLBOOMBX4PTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","81168","BRBYO4EBRUNAB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","84508","EXME3HP2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","78506","WADST5040PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","59272","JBLBOOMBX4BCOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","80683","EXME23S1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","99041","BRBWF18ABBNA2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","85526","EXESI60AZL1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","67522","KIKEA33C7ANA","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","51412","JBLT530BTBGEB","Captura de preços","2026-09-13","failed","2026-09-13","","IN","",""
"","65457","EXMI41S2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","81218","EXESI80VRD1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","65621","SGUN75M75HPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","98828","1QPPG70SPIX2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","67818","1QCJC09FAA1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","112546","4000083985","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","81193","SGUN50M75HPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","66904","EXKE5XCB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","68948","EXCE9TF2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","60343","WANA34109PTO2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","82847","EXME23S2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","60399","BRBO260ARBNA","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","83434","0K41332506AZL2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","61593","L282NS0002CNZB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","32031","L283TW0003CNZB","Captura de preços","2026-09-13","failed","2026-09-13","","LA","",""
"","112795","HHWD3S1243BB2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","60346","LO92001091GFT","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","42622","EXPC01XGFT2","Captura de preços","2026-09-13","failed","2026-09-13","","UT","",""
"","120576","OSOSAN500IPO1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","40766","WANA15000PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","75845","EXIB7S1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","62724","JBLT730BTPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","100872","PANRBB41PV2T1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","76800","EXIM7S1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","77565","EXECM90PTO1","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","63295","JBLGRIPPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","110921","EXFE4DG2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","116357","PANAF150B1WA1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","63735","EXOE9XS2","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","71172","LG55QNEDPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","107964","EXME41X2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","99353","WANA2390PTO2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","91525","EXFE4DG1","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","43182","JBLQTUM100PTOB","Captura de preços","2026-09-13","failed","2026-09-13","","LA","",""
"","72512","MRPBAT0003VRDB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","101474","NLD62BRAPO2","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","93385","1QMDRS598FGA01","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","44428","UXX1504VANPTAB","Captura de preços","2026-09-13","failed","2026-09-13","","IN","",""
"","66326","LGOLED55C6PTOB","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","102925","WAHD935090IX2","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","103402","1QMHP27S11","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","62266","LO91000693GFT","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","99415","EXME3BC2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","63259","EXPTEC101AZLB","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","105446","PANNST67LSR2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","56810","EXPE12GCNZB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","59205","TK32S5KPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","92214","HHWD1I1141BT11","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","88926","4000097900","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","82634","EXLSC122","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","103111","BRBLF62AP1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","99870","EXDE9RB1","Captura de preços","2026-09-13","passed","2026-09-13","","IN","",""
"","54245","9EN01V8PTO","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","61733","L283NS0008CNZB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","61199","EXIT70SB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","5946","EXME3BC1","Captura de preços","2026-09-13","failed","2026-09-13","","LA","",""
"","55636","L2ZAG70943CNZB","Captura de preços","2026-09-13","passed","2026-09-13","","BD","",""
"","68394","JBLENDUZONPTOB","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
"","69531","EXLL10X2","Captura de preços","2026-09-13","passed","2026-09-13","","LA","",""
"","56078","HR4160880PGF1","Captura de preços","2026-09-13","passed","2026-09-13","","UT","",""
