"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38571","NLD62BRAPO2","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","9104","L283GM0003BRB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","5831","WANA34100PTO1","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","35951","1QMDWTF08S2","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
