"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34671","JBLLIVE780BCOB","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","31856","JBLLIVEBE4PTOB","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","94697","NLD62BRAPO2","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","59411","EXFE4DG1","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","81513","EXLS08E2","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","45718","SGUN55M75HPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","28270","EXPTEC101AZLB","Captura de preços","2026-09-22","failed","2026-09-22","","IN","",""
"","33047","MRPBAT0020CHMB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","74916","EXCE9IF1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","34985","L283GM0003BRB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","67095","WAHD935091IX1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","100910","OSOBAT641PTO1","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","41893","JBLSB180BRPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","55380","EXME23S2","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","105878","1QMDWTF08S2","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","53721","EXECM90PTO1","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","65868","2147456060","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","39565","JBLENDUZONPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","36007","EXFE5GBB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","33479","LO920011605GFT","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","33128","EXKE4GCB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","65919","WANA15009PTO2","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","68234","BRBRA08MB1","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","37142","SGUN50M75HPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","31166","WABRR47400VRDB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","65735","HHWD3S1243BB2","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","61334","LG43NU85PTOB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","38032","EXIB6SB","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","44656","MRPBAV0003VRDB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","38304","EXKE5XCB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","40648","JBLXTREME5PTOB","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","35069","BRBMO40AR2","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","77660","EXLS08E1","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","46596","SGUN85M75HPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","62407","EXPC01XGFT2","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","32940","L283NS0008CNZB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","79683","EXESI10AZL1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","35047","JBLENDURA2PTO","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","59960","1QMHP27S11","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","37288","BRBRE66AKXNAB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","95226","1QPPG70SPIX1","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","28583","1QCJC18QAA1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","57455","KIKEA33CVANA","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","75145","EXESI10AZL2","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","32872","4000000674","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","39312","5PCPH2820AZLB","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","45218","EXME3HP1","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","47441","BRBWJ14A9ANA1","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","43466","A6B0CX8Y3CMPTO","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","62456","BRBLF08BSANA1","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","59060","BRBLF08BSANA2","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","30220","PANRBB64PV2X","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","50230","EXLL14X2","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","42699","BRBO260ARBNA","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","57389","BRBWF18ABANA1","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","51832","EXIM7S1","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","79024","COCPB36AFPTA1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","36193","LO910007502GFT","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","47380","EXIM8S1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","44610","JBLT530BTPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","48135","HH65Q6QVPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","40426","4000096661","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","35949","L282NS0002CNZB","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","57208","EXECM90PTO2","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","48298","EXOE8GH2","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","75305","HHWD1I1141BT11","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","41908","1QMDRX150FGGGB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","47631","4000091576","Captura de preços","2026-09-22","passed","2026-09-22","","LA","",""
"","45998","EXIM7S2","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","70619","1QCJC24FAA1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","76632","EXDE9RBPTO2","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
"","60293","PANAF150B1TA1","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","63327","EXCJYE24FB2","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","77979","4000083985","Captura de preços","2026-09-22","passed","2026-09-22","","UT","",""
"","36625","EXLFC121","Captura de preços","2026-09-22","passed","2026-09-22","","BD","",""
"","36639","TK50P7LPTOB","Captura de preços","2026-09-22","passed","2026-09-22","","IN","",""
